id,ACTION
1,0.05341546825223177
2,0.9995867325533004
3,0.9999090909090909
4,0.9991492883726651
5,0.9995749446807943
6,0.95575
7,0.9226319276995366
8,0.9995239116309291
9,0.5068272813977648
10,0.9707754808332199
11,0.9800461552940132
12,0.8373956502631942
13,0.9540913838034291
14,0.8929052880079013
15,0.8072261652655421
16,0.9894062582280536
17,0.85782510241893
18,0.811566328798426
19,0.997068565890814
20,0.9992225300586675
21,0.995186285609775
22,0.9997021317829458
23,0.9621944395614913
24,0.9753674627385918
25,0.9969760739137914
26,0.9378206075595004
27,0.9738220398128814
28,0.1405125574692217
29,0.8791553063276522
30,0.9624923951444978
31,0.9508325935385277
32,0.9783470873343142
33,0.8720936835982966
34,0.9755449129709102
35,0.9661714813128998
36,0.9983436775161486
37,0.9079769991831328
38,0.997932755450486
39,0.8567082912836106
40,0.5978461428686648
41,0.9922681613587704
42,0.9926865823134361
43,0.8636460515425173
44,0.9783048400886353
45,0.9083730233246584
46,0.9920842418194968
47,0.9997816954238353
48,0.9817501565725063
49,0.9991031161654168
50,0.9690452352468174
51,0.9244597550075363
52,0.9294758151420865
53,0.8820783824237202
54,0.9985715183377613
55,0.8522445810331778
56,0.6777776943127286
57,0.9726322982594016
58,0.9999814814814815
59,0.9504666914156015
60,0.9894350550244302
61,0.9997940505804311
62,0.9103236793869539
63,0.9778006237993045
64,0.9985956951088882
65,0.9892939931146211
66,0.9756255978696647
67,0.9731848787661255
68,0.9965422757799401
69,0.7726019907713697
70,0.29970489705620235
71,0.3447185228460601
72,0.996085707514132
73,0.9951055779196724
74,0.9860217480646225
75,0.9949283651910451
76,0.9934558917037921
77,0.983877140406772
78,0.10378308703296234
79,0.05440719271065801
80,0.9922247447957807
81,0.9979630426577701
82,0.9842154130752813
83,0.9943076923076923
84,0.9970052879370535
85,0.9924388075580554
86,0.9478107639035451
87,0.9718350592445338
88,0.9922766806233345
89,0.9984195686883373
90,0.9066955927976514
91,0.9373747544463202
92,0.6861047672741194
93,0.998746303837671
94,0.8324767012844886
95,0.9982857766813549
96,0.990772818733382
97,0.4192670964661989
98,0.9866398828149426
99,0.9890709853615591
100,0.9909830060164543
101,0.9256544107795954
102,0.5594632693812996
103,0.9404961961531556
104,0.9548296290114648
105,0.06477412243725388
106,0.8170928157693615
107,0.9981703205639566
108,0.4859820921956638
109,0.9861673776369527
110,0.9818033781885287
111,0.46487281937559966
112,0.9789151271407378
113,0.9745665180484865
114,0.9996933745654458
115,0.7386027102293595
116,0.9655356063916734
117,0.9634998852413591
118,0.991831061676486
119,0.9986446886446886
120,0.9827842752554726
121,0.8611466936762833
122,0.945498706243595
123,0.9662565069523713
124,0.8702278382292739
125,0.996
126,0.7388940475089284
127,0.8297116017241379
128,0.9196990292837347
129,0.9775646875577421
130,0.9881990966671286
131,0.9929019546826418
132,0.9278765196823919
133,0.9721029767463027
134,0.8874557249757852
135,0.999780487804878
136,0.6785469792941216
137,0.9926760554655655
138,0.9835864462929006
139,0.514725843426269
140,0.9989705561028045
141,0.9386883905288976
142,0.8058100639581719
143,0.9972503966340912
144,0.9993649692831134
145,1
146,0.6488291861761379
147,0.9290353410357086
148,0.8131947732125487
149,0.999189425770308
150,0.99729708716243
151,0.993289985132276
152,0.9216124678532623
153,0.9830250870478398
154,0.358078398756277
155,0.9809058887697935
156,0.7058349529271506
157,0.9728446521293792
158,0.9215128190143642
159,0.9191392033197477
160,0.9624647778848386
161,0.2140311985488222
162,0.8910023526809178
163,0.9946265307531048
164,0.9721932902263339
165,0.9960206684325098
166,0.9999902467411546
167,0.7333605070060492
168,0.9899384911747676
169,0.9533352905011281
170,0.9973442499605795
171,0.9294705545313959
172,0.9770641956664882
173,0.9944503133823523
174,0.9763393166105003
175,0.9848019337416133
176,0.9967198484456732
177,0.6700867879847423
178,0.9967029446830381
179,0.9983762295404984
180,0.9290353410357086
181,0.1907735526232058
182,0.9881990966671286
183,0.9185167791722014
184,0.5167792612296823
185,0.963672933454829
186,0.754740851904403
187,0.9884499648999321
188,0.9521922613294664
189,0.08792906958408388
190,0.9721960996989508
191,0.9999395547738396
192,0.9856185624922762
193,0.9997901518033587
194,0.9902311083633465
195,0.9879339659632859
196,0.9992200513911041
197,0.9964062036442121
198,0.8425907991979764
199,0.9764098578698419
200,0.06206978375545687
201,0.9508860881231667
202,0.6309822524532013
203,0.9406727467417471
204,0.5878575208360863
205,0.9212264445310239
206,0.9678449119223049
207,0.9779147386603735
208,0.6090092248775408
209,0.37272882691757037
210,0.7341650331953667
211,0.9771785337220124
212,0.9802368555839568
213,0.9999537738123945
214,0.9757511849037955
215,0.9947554708987534
216,0.2842894554539387
217,0.9461744177582492
218,0.9656337015672952
219,0.9794537037037037
220,0.9884090182298115
221,0.5941204118978571
222,0.9992982838213337
223,0.96305405300989
