id,ACTION
1,0.7888851508279847
2,0.9902385081752016
3,0.999220382394872
4,0.995254444823939
5,0.99964822576303
6,0.9958888950243353
7,0.9084984832367977
8,0.9998364364733363
9,0.9152743609912591
10,0.986142005137746
11,0.9902885637055777
12,0.9927214811571846
13,0.9974770782774873
14,0.6447856637000301
15,0.9619756240406656
16,0.984290813605664
17,0.5471973835876089
18,0.915263515686611
19,0.9992859355496319
20,0.9972418719191946
21,0.9946827110872999
22,0.9957081410777611
23,0.9981991645544648
24,0.991807170300412
25,0.9995359583530306
26,0.9568752700406248
27,0.9984082729375616
28,0.9699162178900437
29,0.9937638405566265
30,0.9601920341806777
31,0.9983396544005587
32,0.9937552198082044
33,0.969252063444747
34,0.9991725942340212
35,0.9971181118659675
36,0.9996581940813279
37,0.987721088833972
38,0.9997054175837504
39,0.9964090487844361
40,0.9323492360704316
41,0.8145986890711427
42,0.9986045284606228
43,0.9950751428172318
44,0.9958839363925559
45,0.9983897183584999
46,0.9956982968053805
47,0.9998474948868982
48,0.9969122885526575
49,0.999664819167091
50,0.9843572272551687
51,0.9062149166837805
52,0.9988373527700813
53,0.9548392583176915
54,0.9999711619528012
55,0.998042791639494
56,0.9797462685108377
57,0.9859070712837942
58,0.999517363900465
59,0.9989426905332311
60,0.9987345202906877
61,0.9994584158891465
62,0.9868189994627239
63,0.9981788585907113
64,0.998941924448264
65,0.9990174335926887
66,0.9934267160542389
67,0.9906354177895659
68,0.9998599674786246
69,0.9822385707568432
70,0.6486270448608883
71,0.9887502204705947
72,0.9992209846894193
73,0.9999072493786246
74,0.9984518722479465
75,0.9979915942876433
76,0.9984294760451933
77,0.9943412161211658
78,0.9291906307084115
79,0.6759563291009252
80,0.99400056827289
81,0.9996024829723223
82,0.9969010740909795
83,0.9951073660430297
84,0.9979499011022939
85,0.9907715833030873
86,0.9793037475059259
87,0.997073134116425
88,0.9954253504626729
89,0.9988008868303535
90,0.8985928506644648
91,0.9919665937120208
92,0.8330593439959262
93,0.9977065393086314
94,0.9709680801544104
95,0.9974249204745615
96,0.9980352695292604
97,0.6217293030770341
98,0.9932910707561419
99,0.9948620214108641
100,0.9989964609085153
101,0.9852998849290802
102,0.8958288260622047
103,0.9958642391232582
104,0.9955635845141226
105,0.804552610694696
106,0.997300760589291
107,0.9998252475108842
108,0.9924447439126989
109,0.9989700635800397
110,0.997060456650903
111,0.9003759424061093
112,0.9979899427155918
113,0.9826472791600992
114,0.9984464280491632
115,0.9943903627084416
116,0.9834678279702338
117,0.9790895529444402
118,0.9986240267988679
119,0.9993078542010648
