id,ACTION
1,0.03159653135341937
2,0.995370579047854
3,0.9995514389138253
4,0.9331835161977972
5,0.9999617855713977
6,0.9997297284452178
7,0.98512605164043
8,0.9999999999988269
9,0.8169897937057702
10,0.9906808434824448
11,0.9911235924911947
12,0.9691343049307222
13,0.902511016976201
14,0.9416787276001227
15,0.9659699835854004
16,0.9896575824162246
17,0.8616878067572762
18,0.9006507222031653
19,0.9885836057003089
20,0.9897995767456469
21,0.9998414825703348
22,0.9962443365541788
23,0.7312113273332935
24,0.9447943093579526
25,0.8625920374149135
26,0.9490153447107414
27,0.9342790461731075
28,0.5379480076231443
29,0.9891686358337384
30,0.8920212668590799
31,0.9782554797220998
32,0.9653631809244773
33,0.9875412231646811
34,0.9870641313857211
35,0.9765324244378717
36,0.9814831231495807
37,0.9619397645538904
38,0.9983825224565035
39,0.910418857454337
40,0.5706090100399663
41,0.94903972601303
42,0.9971652903627037
43,0.9873749959686787
44,0.9732538898999269
45,0.9514482996520971
46,0.8919567693398139
47,0.9998886587885243
48,0.9183372860787661
49,0.999956257844496
50,0.9942946183608152
51,0.9997562393635653
52,0.9908242042695945
53,0.9908665097267272
54,0.9942761202117895
55,0.9021901640424709
56,0.8017176997189228
57,0.980423870934125
58,0.999205386038045
59,0.9870337927797214
60,0.9921743703948146
61,0.9999997025119748
62,0.9533724245789276
63,0.9851751077015107
64,0.9881093999612867
65,0.9999984531272236
66,0.9997307198232493
67,0.8979414657131868
68,0.9789369768613184
69,0.9526094209673458
70,0.6873642843736161
71,0.920538491792687
72,0.9935001082384957
73,0.9719995064692275
74,0.9910068118088358
75,0.9894095637930267
76,0.9851270827902187
77,0.9963943608439876
78,0.9291015554170503
79,0.8754025002701319
80,0.9999965392392058
81,0.9900294744085757
82,0.9855533608192009
83,0.9889257486624843
84,0.9996832542945944
85,0.9359676470744411
86,0.872498870903789
87,0.9001396430324682
88,0.9996182790643742
89,0.9892465035770026
90,0.8390505269312704
91,0.9747911603740232
92,0.9568116063704325
93,0.9999976463177866
94,0.9185911269914009
95,0.999906685946444
96,0.9915326320378187
97,0.8911314393976689
98,0.99959218942472
99,0.9924681435638898
100,0.9958138150203752
101,0.9800837720737434
102,0.23109040339307954
103,0.9862430278880338
104,0.9494818355561676
105,0.8580784607967941
106,0.9919874123132274
107,0.9976058246280777
108,0.8913167404282797
109,0.9863036303530027
110,0.9793697140696673
111,0.7854188692219083
112,0.9680455843700785
113,0.981870791819195
114,0.9998138831450274
115,0.9780897655770635
116,0.9767053598970389
117,0.9892853415780113
118,0.9960125357924716
119,0.9999840958695472
120,0.9960063019565488
121,0.9960067312887014
122,0.987549704877034
123,0.30774283851684464
124,0.9854646841760178
125,0.9999869343273436
126,0.8493795637291719
127,0.428019893728597
128,0.9164439753554279
129,0.8858305460968102
130,0.9709080636800674
131,0.9989720540023075
132,0.9735899789943531
133,0.961761070404834
134,0.9251130983968364
135,0.9999764614002237
136,0.8233137316365078
137,0.9936741789059038
138,0.977112059691899
139,0.8989742440699785
140,0.9917035635458925
141,0.9981971362435589
142,0.6742505114437223
143,0.9867212751373239
144,0.9901251495792082
145,0.999972805312716
146,0.8153798466572969
147,0.4493878148473825
148,0.928970286070644
149,0.9932045059818482
150,0.9983381287196444
151,0.9819744457697158
152,0.9805566029278213
153,0.9817348102304898
154,0.9276401304186449
155,0.9605299218982137
156,0.9572260055781581
157,0.9883266253479873
158,0.903221306041294
159,0.9938501514405008
160,0.9603468780163351
161,0.5769394425326976
162,0.989211390691606
163,0.9832090438774268
164,0.9701839244967612
165,0.9822945520022182
166,0.9984455525513237
167,0.9254446141196085
168,0.9999667228882438
169,0.9609395264787421
170,0.9913240571672177
171,0.9795726627436883
172,0.9974906433324763
173,0.9916501299120555
174,0.9999322337622342
175,0.9964397119696472
176,0.9903013469424666
177,0.8797042056702021
178,0.9979497453248127
179,0.9995471094680978
180,0.4493878148473825
181,0.1571499372314686
182,0.9709080636800674
183,0.9817951460227474
184,0.9350611227076794
185,0.9782560262750952
186,0.7430805437213551
187,0.9912722862583528
188,0.9895659281607959
189,0.9487974929884041
190,0.9847785615626986
191,0.9999996217733195
192,0.9963766391497424
193,0.9998189210162545
194,0.9942133460831174
195,0.9794140946038014
196,0.9970549548417413
197,0.9817841846345114
198,0.982673198261583
199,0.9794379387753336
200,0.311214952915795
201,0.9763636471769609
202,0.8637280552534786
203,0.8512136791793268
204,0.9297016594145883
205,0.9926085961408319
206,0.9773677938810206
207,0.9902996442148218
208,0.9590800725882128
209,0.41045809747008205
210,0.99932642481636
211,0.9754813734444212
212,0.891123694393101
213,0.9991546890451796
214,0.8935237964032671
215,0.9994189860259606
216,0.974039702255065
217,0.9293756499201317
218,0.9997374938075629
219,0.9986439154031322
220,0.9709363141151581
221,0.7152298443403331
222,0.9969104702134118
223,0.9833490010934458
224,0.9297419347175289
225,0.9908365836092343
226,0.9136236998401954
227,0.8765978152103456
228,0.9771266631068005
229,0.9987143057867506
230,0.9882723595918018
231,0.9699637368014924
232,0.9157821522349429
233,0.9186438673454523
234,0.9672838182408813
235,0.9876430568442948
236,0.8503405771133169
237,0.9802198545730636
238,0.9843309788369483
239,0.9578037822327196
240,0.9920382397931182
241,0.9510903976408773
242,0.2878734535781373
243,0.7871715088699982
244,0.9999328332227344
245,0.9044488405646427
246,0.99999999999946
247,0.9307806990572653
248,0.9828461591298164
249,0.9874347286918852
250,0.9915034247128557
251,0.996685213383414
252,0.968542040136
253,0.9988526699928906
254,0.9870685413462821
255,0.9936970018249884
256,0.9547760389613836
257,0.9474770066580163
258,0.9156277993475596
259,0.8899470362306471
260,0.9999998821427386
261,0.9905756271397035
262,0.9408642267412408
263,0.9887134867974966
264,0.9878413576945766
265,0.9929295398497784
266,0.9590800725882128
267,0.982571223290986
268,0.9719377825844144
269,0.9874347286918852
270,0.9823530180122423
271,0.9863622032622444
272,0.851408231949146
273,0.9918128232423276
274,0.9817781720178995
275,0.9876195151748144
276,0.6303342234017102
277,0.9935944976205228
278,0.9999236877146899
279,0.9636275491855689
280,0.8994498685463818
281,0.9999829547422414
282,0.986581919930918
283,0.7463349529562726
284,0.9741520505992411
285,0.9864411845245051
286,0.9771843182655511
287,1
288,0.9996469892331088
289,0.8663768977930657
290,0.9929295398497784
291,0.905355244577652
292,0.9818787452706506
293,0.9890472811636482
294,0.9632898897203399
295,0.9893884966964175
296,0.7666266046773662
297,0.39545803894761
298,0.9874876398023642
299,0.7116952446569607
300,0.9965964346602418
301,0.5220700626725583
302,0.9845880425505131
303,0.788157600794064
304,0.6735190184879786
305,0.9928277881356123
306,0.9806632332675852
307,0.9359676470744411
308,0.9972310258114175
309,0.9122502903936237
310,0.944921864797487
311,0.9955418863996629
312,0.9982826187612119
313,0.9744549281231852
314,0.8572542764806643
315,0.999976065312601
316,0.9782770416472405
317,0.9406215172170196
318,0.9783039131645488
319,0.8478288850010672
320,0.9999999529146444
321,0.9894450572501973
322,0.7575104303412691
323,0.9995476655363433
324,0.999994112657267
325,0.9833740751331388
326,0.8861660965623539
327,0.9999999999999967
328,0.9961335508230497
329,0.9201006830206573
330,0.9889736050411467
331,0.9634795946768984
332,0.9313271940251029
333,0.9853500287347748
334,0.48181249757612193
335,0.9999961693525433
336,0.9475684210551734
337,0.9569384291817402
338,0.9771841794179478
339,0.9381107422076468
340,0.867473007255023
341,0.989302217245428
342,0.984754735003609
343,0.8705735238608494
344,0.9998063647456683
345,0.9999999914693566
346,0.977307913208278
347,0.8653069589670909
348,0.49775949250760015
349,0.9972105305678282
350,0.9421739922661649
351,0.8840817610914362
352,0.9999814732047037
353,0.9817945391754154
354,0.7879317154931615
355,0.9757465196741605
356,0.9926119906636562
357,0.9186811978058919
358,0.8913443865749168
359,0.9834055902659519
360,0.8862002388685315
361,0.984588964453803
362,0.9891028073741108
363,0.9850750790581618
364,0.22864907841124668
365,0.9995220154712227
366,0.9950368638131013
367,0.9925299707655358
368,0.9981613555906153
369,0.9997375605382708
370,0.9683146630011944
371,0.9999288697485774
372,0.9866717402238183
373,0.42770399872477916
374,0.938564038197429
375,0.8838127825284006
376,0.9909772642102442
377,0.43841306014634607
378,0.9442880960403419
379,0.9981188964267271
380,0.9074070085955015
381,0.8632596628642684
382,0.9183372860787661
383,0.9999988485413556
384,0.9366533592122177
385,0.7851668385428118
386,0.9734737090718073
387,0.9872475308844112
388,0.9831032871645246
389,0.9948702175289325
390,0.9997342181337946
391,0.9939175106112559
392,0.9999999934004509
393,0.9819905918012423
394,0.9901543832688942
395,0.824787604342339
396,0.9952633885745497
397,0.999972805312716
398,0.9797980194120565
399,0.9795574618908013
400,0.8417525934608306
401,0.999924522649523
402,0.987795053135613
403,0.9208282869404764
404,0.9905531227442839
405,0.9973346295245017
406,0.8790399171823561
407,0.9375106837198907
408,0.9930493474061405
409,0.9999288697485774
410,0.9469090929335948
411,0.9990503245996438
412,0.8695238567184388
413,0.8454373695750367
414,0.9952954248014769
